Comment,Emotion,Comment Length,Word Count
i havent been feeling too bouncy lately so ive been quietly keeping my head down til the phase passes hence my almost complete absence from lj,joy,142,26
i feel so fucked up now i want to shut myself up,anger,48,12
i havent been able to squeeze in a run for two weeks so i am feeling really cranky lethargic,anger,92,19
i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future,joy,107,20
i had to take them out for a while leaving me feeling even more distressed,fear,74,15
i feel creative right now and it makes me happy,joy,47,10
i feel that the team at target has given me valuable experience and feedback which i will use constructively to help me both within my studies and in the future,joy,160,30
i hope mine goes well again because at the moment i m unfortunately feeling a bit resentful with the aftermath of the holidays,anger,126,23
i wish i did more of because every time i do i come away feeling invigorated and inspired,joy,89,18
i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,joy,150,30
i mean their puzzle section is about on par with my coffee numb mental faculties right now but still crosswords shouldnt be able to make me feel that dissatisfied,anger,162,29
i was feeling as if i am in the lap of the divine mother and she is holding me in her soft and tender arms,joy,106,25
i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger,164,26
i came home from work today feeling satisfied that work went alright,joy,68,12
i have played a great set i feel really hesitant to ask,fear,55,12
i am feeling adventurous and extra musical,joy,42,7
i really feel so vunerable and frightened,fear,41,7
i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off,anger,177,40
i feel like you feel this is a mistake but time is fucked up sleep won t take,anger,77,18
i was feeling wronged and impotent,anger,34,6
i remember the same giddy feeling of contented good fortune lucky lucky me here safe in our cozy home watching my fabulous man head off for the day knowing he ll be coming home to me in a few hours,joy,197,40
i sobbed and cried to him feeling quite vulnerable and he did nothing said nothing,fear,82,15
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger,210,39
i feel their pain and its not pleasant,joy,38,8
i think of the future of the subcontinent i find myself feeling optimistic despite everything i read in the papers,joy,114,20
i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one,fear,118,23
i admit to feeling slightly alarmed that her book was also based on olden sarawak and there seemed to be parallel plot lines to the jugra chronicles,fear,148,27
ive been feeling much more confident,joy,36,6
i just need to find ways to feel pretty,joy,39,9
ive been feeling like im on shaky quilting waters and have started questioning my work,fear,86,15
i worried over the feeling of supposed to being at church but rich and dr,joy,73,15
i suppose i was moping in my own misery feeling extremely agitated by a lot of people,fear,85,17
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger,117,20
i was feeling stressed or run down to support the immune system,anger,63,12
i dream of jeannie i could still feel the violent grip of his hands on my shoulders,anger,83,17
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,joy,199,39
i was abruptly reminded of why i was feeling so agitated in la,fear,62,13
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger,79,15
i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,anger,176,34
i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes,anger,265,51
im feeling very uncomfortable there the comfort and warmth is just not there any more,fear,85,15
i am not even italian but i feel outraged by the stupidity of ppl on this blog,anger,78,17
im not feeling frantic yet so instead i am going to make this sleep teddy,fear,73,15
i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything,joy,168,28
i was feeling shaken walking along the streets and less able to concentrate on not having an accident while simultaneously worrying about having one due to not concentrating,fear,173,28
i feel absolutely overwhelmed by it,fear,35,6
i feel like i should rely entirelly on gods word yet i am impatient to wait,anger,75,16
im feeling a bit distressed about it,fear,36,7
i find myself feeling happy more and more and it feels so very good,joy,67,14
i have been feeling the need to be creative,joy,43,9
i think a lot of the fun there is in meeting the players expectation and making the player feel clever making it seem like they re not just clicking on an option you know,joy,170,34
i feel so spiteful towards people sometimes just the way they look makes me want to hurt them,anger,93,18
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger,75,14
i had stated to her the reason i feel so fearful is because i feel unsafe,fear,73,16
i feel peaceful secure and independent,joy,38,6
im feeling intimidated by my own achievements,fear,45,7
i feel fearful and then actually do that one thing it usually turns out to be a good thing,fear,90,19
i have to actually tell myself to breathe breathe breathe in and out when i feel absolutely terrified because i know i can t just go home that the life i missed isn t there anymore,fear,180,36
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,anger,96,21
i feel like its petty to be worried about it,anger,44,10
i feel you and its so sincere,joy,29,7
ive been feeling immensely overwhelmed,fear,38,5
i am feeling rebellious which is often i suppose,anger,48,9
i don t know i just had this gut feeling and it just really bothered me he said,anger,79,18
the time when my sister had her first baby i was so happy and joyous because she stayed for two days after marriage before she had a child,joy,138,28
i feel like my go to emotion is angry,anger,37,9
i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,joy,199,38
stranded in the north of fraser island with a submerged wd hire vehicle,fear,71,13
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,anger,92,17
is name in the opening passages saying it may strike the reader as rather singular and far fetched but he may feel assured that it was by no means far fetched and that the circumstances were such that it would have been impossible to give him any other name,joy,257,49
i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,joy,146,26
im feeling a little more hopeful about my future and like matty always says i want my world to get bigger,joy,105,21
i feel so insecure about my writing,fear,35,7
i feel though its pretty dangerous to to apply one strategy to match,anger,68,13
i know both of them feel threatened by the job i do even after long years but i get really tired of the ganging up i get from them,fear,130,29
i still try to force myself to do some even if i m feeling irritable withdrawn and quiet at the time,anger,100,21
i miss how safe and comfortable he made me feel and how vulnerable i was able to be with him because i knew he loved me,fear,119,26
i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made,joy,159,31
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,anger,134,26
ive talked with her telling her that sometimes i feel shes not sincere,joy,70,13
im not enjoying winter hate feeling cold and having to dress in so many layers,anger,78,15
i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,anger,223,43
i didnt sleep quite as well last night but i still feel quite energetic this morning,joy,84,16
i get angry at myself when i feel bitter,anger,40,9
i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not,anger,139,32
i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow,anger,178,34
i don t feel that irritated,anger,27,6
im feeling font friendly,joy,24,4
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger,160,27
i do that he can t stand feeling threatened and looking over his shoulder,fear,73,14
i forgot to take it yesterday so this morning i took two i feel super sick now,joy,78,17
i really don t feel all that bothered by the north london derby,anger,63,13
i didn t have feelings for them but seriously after a while how do you feel love for someone who treats you with such disregard i was faithful and loyal,joy,152,30
i went into that feeling more than a little bit scared as my running training to date had been almost non existent,fear,114,22
i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger,99,21
im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me,fear,183,37
i am most defensive when i feel most threatened,fear,47,9
im feeling quite pleased this week,joy,34,6
i suppose if one were to love someone one would feel doubtful,fear,61,12
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger,97,15
i feel rich indeed,joy,18,4
i feel so vulnerable and yet so protective over her,fear,51,10
i was just not feeling up to it for a few reasons but i am so glad to be back,joy,77,20
i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind,joy,263,41
i could feel his sweet spirit and i was happy to be helping him,joy,63,14
i wasnt going to post anything about his death because i made me feel mad and shitty,anger,84,17
i wasn t feeling reluctant because i was spending money we don t really have an ipad at x price is way out of the question,fear,122,26
i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,fear,175,39
i said feeling a little shaky as i stared at the ocean from which the goddess was rising not knowing why,fear,104,21
i love that its adoption of a teenager which many people feel afraid to consider,fear,80,15
earth crake,fear,11,2
when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,joy,129,27
i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced,fear,181,35
i feel fabulous about it,joy,24,5
ive been feeling so bothered lately,anger,35,6
i worry that he s feeling resentful for doing woman s work,anger,58,12
i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order,fear,192,41
i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated,fear,103,18
i feel i am beyond pissed off disappointed frustrated with myself,anger,65,11
i can stop relying on the views of others for my self worth and thus not feel so threatened by their behaviors,fear,110,22
i feel as though the past two months have been a strange waking hour upon the even stranger dream of everything my years in wisconsin were and were not,fear,151,29
i know its only the beginning of and im already feeling fucked,anger,62,12
i become more comfortable in this remodeled office i am feeling much gratitude for its wonderful amenities,joy,106,17
i feel so excited about it,joy,26,6
i kinda feel like being rebellious a libertine you know,anger,55,10
i have a sense of both in my mind s eye i feel that divine energy way up aloft and i experience its reflection in me sometimes like a rare sunny day in a rainy climate,joy,167,36
i feel like it gave me a lot of valuable information on ways i can improve my skin in the present and maintain and improve it in the future,joy,139,29
i feel confused after that,fear,26,5
i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,joy,168,35
i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,joy,81,15
i will learn to express my feelings in a way more acceptable,joy,60,12
im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,anger,99,16
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,fear,161,33
i finished it feeling amazing,joy,29,5
i feel pressured when people say im going t beat you or whatever,fear,64,13
i feel jealous on sumthg tat i thk of,anger,37,9
i want to go in feeling eager and come out with a dazzling cert whilst on the phone with my mum feeling that at least ive made her proud,joy,136,29
i wont go on about the anxieties i am feeling about this is being as neurotic as me about this,fear,94,20
i feel petty a href http clairee,anger,32,7
i also did feel like i was excited to come back like i have two homes now,joy,73,17
i feel less keen about the winston churchill quote really i feel less keen about the winston churchill quote a href http www,joy,124,23
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,anger,197,41
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,anger,126,28
i love feeling brave,joy,20,4
i could prepare a bunch of my own dishes made in the safety and control of my home so i can at least feel safe in what ive prepared,joy,131,29
i feel its my job to give you perspective to at least attempt to provide context as to why seemingly intelligent folk say such unimaginable things,joy,146,26
i feel vulnerable when im alone not only because i feel so incapable of defending myself but also because i could go into labour at any point,fear,141,27
i feel that people cannot possibly appreciate me that any compliments toward me cannot possibly be sincere or that i dont deserve compliments in the first place,joy,160,27
i am too fragile to feel too vulnerable of pain and too easy for tears,fear,70,15
im not feeling quite so adventurous i might just find a quiet spot to read,joy,74,15
im feeling a bit uncertain its comforting to me to draw these trusty old louche animals,fear,87,16
i love the way he talks sometimes i feel shy when i was inside him,fear,66,15
i still feel jealous of my friends when their moms talk politely with them,anger,74,14
i am feeling pressured and backed into a corner,fear,47,9
i feel so pissed about myself,anger,29,6
i am feeling terribly mellow today sitting in bed looking out the window at the red orange green brown trees outside my window listening to norah jones and reading stuff,joy,169,30
i really could not feel a thing and i felt slightly annoyed at the nurse who every time i pushed kept saying things like you are an incredibly strong woman be strong be strong,anger,175,34
i did feel scared now,fear,21,5
i feel like all women are witches in someway why do we have to be tortured for being beautiful and powerful,anger,107,21
i punched out of work sunday sighed and the brunch trumpeter waldo carter said from behind i know exactly how you feel this startled me and i flinched,fear,150,28
a teacher was very blunt in his relation to a child so that the child was very upset when arriving at home,anger,106,22
im feeling so pissed off now,anger,28,6
i didn t feel relieved,joy,22,5
i feel very apprehensive,fear,24,4
i walk by those temptations i feel disgusted,anger,44,8
i hate the way mom and dad are to her i hate the neglect of her feelings and her needs as an intelligent child that are rampant in their parenting style,joy,152,31
before an exam which i,fear,22,5
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose,anger,95,21
i guess the finality of my decision and the financial repercussions have me feeling doubtful,fear,92,15
i have no idea why but i get gastric pain when i feel stressed up,anger,65,15
i know that there is some cynicism involved but i also know that it s come from the lessons i ve learned over the last couple years of life and i don t feel resentful or damaged because of it i feel fortunate enough to have been clubbed upside the head with a bigger dose of reality,anger,282,57
i think i like how it feels more lively in the dorama,joy,53,12
i get frustrated when i know that some of the things i am thinking or feeling are very very petty so i try and limit myself to opinions that have some sort of validity,anger,167,34
i feel graceful and almost mythical,joy,35,6
i don t feel resentful i feel guilty,anger,36,8
i get on new years eve but it makes me feel rebellious being underage and all,anger,77,16
i feel selfish on the days i dont feel well and want to be left alone in my misery,anger,82,19
i feel irritable and unfulfilled if i dont paint for several days,anger,65,12
i feel more adventurous willing to take risks img src http cdn,joy,62,12
i always feel invigorated while listening to her that we can win this war against predatory school deform,joy,105,18
i was feeling pretty bitchy and horrible but dont worry,anger,55,10
i have been walking around feeling pissed off at the world lately,anger,65,12
i feel free exhilarated,joy,23,4
i feel angry im happy,anger,21,5
i is feeling particularly hostile shell say no red shirt today nickey,anger,69,12
i hear the word and i feel stronger and re assured once again,joy,61,13
my girlfriend sent me a letter with a shiny picture in it,joy,57,12
i hear you loud and clear that this is an important issue for you but in the grand scheme of things i cant help but feel that this is so petty,anger,142,31
i feel like i should care that im a bit heartless not to,anger,56,13
i feel hes being very casual with my entire future,joy,50,10
im feeling a bit suspicious,fear,27,5
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger,152,23
i am tired feeling overwhelmed and it seems like i am being assaulted from every direction i am not always at my best,fear,117,23
im actually feeling a little smug,joy,33,6
i met you i used to want to lock myself into a vault just to feel precious,joy,74,17
i really want to share the chance for you to win too because i feel passionate about the subject,joy,96,19
i can t help myself from feeling a bit apprehensive in the meantime,fear,67,13
im not feeling exactly thrilled with standing in front of a mirror if you know what i mean,joy,90,18
i know all art animals are lame and i feel particularly violent about the crabs,anger,79,15
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy,136,24
i still think it is worth posting here as a reminder for the next time i feel anxious,fear,85,18
i cant help but feel distraught,fear,31,6
i ask you not to feel pressured by this,fear,39,9
i feel uncomfortable and slobby,fear,31,5
i feel as though sometimes i can be more clever than average,joy,60,12
i growled at her i began to feel extremely annoyed with her,anger,59,12
i feel cheated and wronged let down and spurned the vine i tended and nursed how could it do this to me,anger,103,22
i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon,anger,117,24
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger,105,21
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,fear,117,25
im just happy to be feeling something because for the last few days ive felt pretty,joy,83,16
i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger,100,20
i just wish i didnt feel like my roommates hated me half the time,anger,65,14
i often feel offended by life,anger,29,6
i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,fear,125,25
im feeling pretty paranoid and trying to cover the cash and protect my belongings it definitely felt like i was doing something i shouldnt be doing like money laundering or something,fear,182,31
i have to admit i was feeling very skeptical,fear,44,9
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger,183,38
i feel irritated that he either interrupts my quiet time or wakes me up,anger,71,14
im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,87,17
im feeling very grumpy this week but its not just my annual outbreak of ptpt pre te pouhere tension there has surely been a great deal to be grumpy about this week,anger,163,32
i feel it is vital to make the most of that day and live it to our fullest potential,joy,84,19
i was feeling annoyed suddenly,anger,30,5
i feel very disgusted by that i cant tolerated her actions anymore by writing this post,anger,87,16
i feel completely shaken up,fear,27,5
im so excited but feeling scared too,fear,36,7
i felt like i was losing control of my body and it was hard for me to feel calm and positive about that because it wasn t an irrational thought,joy,143,30
i feel like if there are pickles in the fridge everything will be ok,joy,68,14
i am feeling hopeful and looking forward once again,joy,51,9
i still did not really feel like myself and i kind of hated these pictures but i am soooo glad we took them,anger,107,23
i feel like there is a violent war going on in my stomach,anger,57,13
i had this strange feeling that she was incredibly distressed,fear,61,10
i ask him if he is feeling adventurous and wants to see that one since he already booked his friday and saturday nights and i already know he has church stuff on sundays,joy,169,33
im finally looking forward to my toes kissing the sand once again and feeling so free,joy,85,16
i already feel like ive been accepted into the community here,joy,61,11
i wonder if feeling complacent is a result of my laziness,joy,57,11
i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married,anger,111,23
when i saw my family after a separation of one year,joy,51,11
i feel frustrated irritable even,anger,32,5
i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,fear,198,42
id like to be less afraid to say how i really feel less afraid to travel,fear,72,16
i feel so pissed off that i can bite off a fucking tree log,anger,59,14
i feel another violent daydream coming up and i bet it has something to do with me getting my hands on a saint just costume,anger,123,25
i never realized just how awful my mother has been feeling about her lack of energy and independence until i had this operation and have been so wimpy and tired,fear,160,30
i feel insulted by this that he doesnt even respect me enough to let me know hes not coming not until i indicated i was going to bed,anger,132,28
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear,102,20
im not quite sure what it is but its a feeling specially for you and its nothing hostile,anger,88,18
i have a feeling that jeremy is not going to be too keen on the vinegary smell that calli is giving off right now,joy,113,24
i worked as a computer tech this ability to hyper focus on one issue is a real asset however for living day to day i can get bogged down and feel frustrated that i am not making progress because i am focused on one problem,anger,222,45
i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes,joy,114,22
i told him it is because asians are very considerate so whenever a person is not feeling well they would have the common courtesy to wear a mask to reduce risk of spreading it to people around us,joy,195,38
im feeling anxious all im really trying to do is project the exact opposite,fear,75,14
id tell him that i feel that to cede control of our lives is the only way to prevent doomnation extremely clever play on damnation i know,joy,137,27
i feel hated and isolated but it doesn t hurt,anger,45,10
i cannot and i feel a strange sadness for a thing that i m now ready for but cannot do,fear,86,20
i used feel frustrated all the time,anger,35,7
i thought about it later feeling anxious and worried,fear,52,9
i might start feeling nervous tomorrow but im not sure,fear,54,10
i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time,anger,147,28
i was feeling quite nervous,fear,27,5
i feel angered and firey,anger,24,5
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,anger,106,23
i feel my children are in harms way i feel frightened,fear,53,11
i still am not able to remember a single dull moment a detail that pissed me off a thing i didnt feel comfortable about,joy,119,24
i questioned myself wondering why didnt i feel jubilant,joy,55,9
i love gives me a great feeling of contented accomplishment,joy,59,10
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,joy,87,19
i always got the feeling she hated me,anger,37,8
i am feeling very restless irritable and discontent,fear,51,8
i ended the episode feeling really pissed,anger,41,7
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,anger,104,22
i closed her eyes in anger and feeling disgusted by this touch,anger,62,12
i was feeling out of sorts anxious not sure what to do with myself,fear,66,14
i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,anger,87,15
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,anger,122,25
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear,125,23
i feel like thats a cop out having safe people,joy,46,10
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger,105,21
i think i was right to feel insulted,anger,36,8
when i had a serious argument with a dear person,anger,48,10
i asked myself why do you feel frightened of being,fear,50,10
i am feeling a little grumpy but that could be pms too,anger,54,12
i feel like i want to stop i think of my wimpy muscle less sister who did the tough mudder,fear,90,20
im here to tell you you arent alone if you feel vulnerable,fear,58,12
i think i almost made my counsellor cry yesterday because i said it feels like i dont have anyone supporting me,joy,111,21
i feel a bit shaken though,fear,26,6
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger,118,27
i kind of struggled with it though and didnt feel like it was super powerful,joy,76,15
i feel now so uncomfortable with all of them i guess is me,fear,58,13
i sometimes feel i am being stubborn not out of spite but rather in spite of myself,anger,83,17
i visited the psychologist all those years ago i really took to heart what he said about not closing myself up and letting others know when i feel uncomfortable etc,fear,164,30
i feel hated by jim martin s,anger,28,7
i feel that the thighs are being stubborn and not going away at the same rate as stomach arms or butt,anger,101,21
i feel you are very charming but do the other people feel very terrible,joy,71,14
i feel that we are often at the forefront of what soon becomes popular,joy,70,14
i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,121,24
i felt afraid just before receiving the question paper of the part ii exam,fear,74,14
i just don t feel thankful rel bookmark some days i just don t feel thankful posted on a href http babychaser,joy,109,22
i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,joy,121,26
i feel compassion for them and understand why they feel insecure,fear,64,11
i think whenever we moved to a new place i had to find some way to feel accepted,joy,80,18
i feel more irritable and i feel more sensible now than ever,anger,60,12
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,anger,119,24
i am going to feel annoyed with myself,anger,38,8
i could be really screwed just on waiting for a sitter so i was feeling stressed,anger,80,16
i feel rather petty that i just dont have time to have someone talented like christine make it,anger,94,18
i was feeling pretty terrified full of nervous energy,fear,53,9
i feel assured that it was the right answer,joy,43,9
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,anger,221,36
im not sure if the energy in trying to sew up the race to dubai and competing in the fedex cup has taken more out of me than maybe i thought because while i am feeling ok physically mentally i feel really tired he said,joy,218,45
i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,joy,122,27
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger,119,26
i feeling shy,fear,13,3
i feel tortured by this thought but it feels so true,fear,52,11
i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,joy,153,26
i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,anger,192,41
i feel pretty mellow so far about whatever healing wounding process may be getting underway,joy,91,15
i didn t feel alarmed at all,fear,28,7
i do not worry about every nuance of my day and its presentation to others less little things to worry about and that makes me feel less neurotic overall and less likely to trigger psychotic episodes as well,fear,207,38
i have lost kg and feeling fab,joy,30,7
i said sir i feel from real time company experience that mba would be more valuable for my career than gate since most work now a days in it companies now is support based,joy,171,34
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger,96,20
i can feel the amused smile that tugs at my lips,joy,48,11
i have the right to feel jealous naman to think na theres no us to begin with,anger,77,17
i wasn t thinking negatively about any of those things often the feeling was benign or actually an excited anticipation,joy,119,20
i do not however feel in any way hostile to anyone or capable of violence,anger,73,15
i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit,anger,121,24
i feel shaken and scared,fear,24,5
i consulted my aunt a doctor partially because i wanted counsel without copay but mostly because i had a feeling my doctors would be skeptical,fear,142,25
i feel about them i still end up nervous and have those naughty butterflies flying around my stomach,fear,100,18
i was feeling mad,anger,17,4
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,anger,106,22
i feel very lucky and it is nice to be able to buy some lovely resources for the little ones i care for,joy,103,23
i know at least one other person besides myself was feeling nervous and anxious about getting started,fear,101,17
i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it,fear,138,29
i didnt feel much like me but thats largely resolved itself,joy,59,11
i want or need to hear to make me feel valued,joy,45,11
im feeling indecisive and it scares me,fear,38,7
i feel this is very dangerous,anger,29,6
i could feel was peace which was welcomed after a week of packing saying good bye and dealing with an overwhelming feeling of displacement,joy,138,24
i alba i feel good and im fitting in,joy,36,9
i feel like the most hated person on the planet for turning brendon down,anger,72,14
i came to the place on base because i wasnt feeling like i should wander too far afield but now i wish i had been more adventurous as i have heard wonderful things about those salons,joy,182,36
im feeling rebellious and need to do something to relieve some of the turmoil in my body,anger,88,17
i was feeling so spiteful i brought it up and i saw the hurt in his face,anger,72,17
i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear,144,30
i feel ok lol,joy,13,4
i dont know why but i feel emotionally assaulted by this fact,fear,61,12
i feel friendly when i hate you,joy,31,7
im feeling a little gun shy about this,fear,38,8
i hope to feel a bit more creative again soon and miss its presence in my life blog,joy,83,18
i resent you as much as i do that i feel needlessly and unreasonably angry whenever you re around that the slightest idiosyncrasies of yours make me sick,anger,153,28
i know you cant just ged rid of your feelings but seriously i dont see your parents supporting you dating a guy who s their age,joy,127,26
im feeling very hopeful about that and this seems like a good time for me to switch doctors too,joy,95,19
i think nicely sums up the feeling of talking too much about artistic pursuits,joy,78,14
i could almost feel it as the flames singed and tortured her frail delicate body leaving nothing behind but a foul smelling concoction of wood and burnt flesh,fear,158,28
ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger,184,33
i feel like a proud mother watching their child grow and develop into an adult and quite seriously my business is like a child to me,joy,132,26
i was feeling really frantic i knew i had to find james there too,fear,65,14
i just woke up from my nap and i feel extremely agitated and grumpy,fear,67,14
i don t know i ve not tried a new character yet the universe feels much more lively than it did when i began so i m hoping that s true for new characters as well,joy,161,36
i feel that some violent natures are generic,anger,44,8
when people harrass me i feel oppressed by their behavior,anger,57,10
i bet taylor swift basks in the knowledge that the boys she writes songs about probably feel tortured,fear,101,18
i only have a couple of things left to make and at the start of december i am done and feeling smug,joy,99,22
i havent exactly gone for a spin around the block yet since id feel strange strapping in a teddy bear in place of a baby but it looks nice and sturdy and like it will do the trick,fear,179,38
i start to feel unsure,fear,22,5
i feel apprehensive while opening the blue door,fear,47,8
i feel uncertain about something i will act in a more positive and powerful way,fear,79,15
i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,anger,107,19
when i happen to witness some sadistic acts,anger,43,8
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger,104,20
i don t know if i have told this to you but i feel intimidated by how smart you are,fear,83,20
i want to tell you what im feeling but i dont know where to start i want to tell you everything but im afraid youll break my heart why would something easy be so hard to do,fear,172,37
i just need to express my feeling badly ignore this if i offended you,anger,69,14
i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,fear,114,23
im just really hurting and feeling a bit overwhelmed,fear,52,9
i feel entirely free to express the way i feel about surroundings my life and the myriad of experiences that continue to make me who i am,joy,137,27
my mother did not come home till late at night ages ago anyway if i dont know where my parents are and when theyll be back i start thinking that perhaps they have had an accident and are perhaps dead,fear,199,40
i feel so overwhelmed im nauseous,fear,33,6
i feel like im selfish,anger,22,5
i feel like i m a very very dangerous human being right now,anger,59,13
im taking advantage of feeling artistic incase it runs away again bell had her baby the other day yay,joy,101,19
i manage to reach a conclusion after all my musings i feel somehow more resolved,joy,80,15
i feel heartless now feeling bored and not believe in love anymore,anger,66,12
i feel bashful under his teasing scrutiny,fear,41,7
i doing something that make you feel bothered,anger,45,8
i don t want to cry either because i know she ll think i feel tortured having to eat the black part of the rice,anger,111,25
